frame_index,subject_id,cam_id,view_type,mp_knee_angle,mp_hip_angle,k_x,k_y,k_z,a_x,a_y,a_z,s_x,s_y,s_z,h_vis,k_vis,a_vis,s_vis,hip_depth_norm,hip_ankle_dist_norm,gt_angle
400,fit3d_s03,left_rear,front,154.61446053208735,149.9310093550059,-0.09817156138680362,0.533064952063234,0.10666921273806862,-0.09675423599617033,1.0560014782977476,-0.004207139247188,-0.18641052380791984,-0.6625759307872511,0.047378543763772575,0.9999289512634277,0.9883556365966797,0.9928600192070007,0.9998441934585571,0.9179575017581598,1.0604330268201174,164.98773953846037
401,fit3d_s03,left_rear,front,155.23406546303994,151.33655736653077,-0.10734925348444348,0.5255879896907832,0.12189102453634958,-0.10585854037314625,1.0455981568461594,0.03893504033180804,-0.16799386371200536,-0.6608643120193378,0.0013504389449937048,0.9999288320541382,0.9890562295913696,0.9931638240814209,0.9998480677604675,0.8996505634490135,1.051664144836962,164.12550564196192
402,fit3d_s03,left_rear,front,153.8702903906964,151.03922026370728,-0.11488126652975186,0.514758575807277,0.13137184681729916,-0.11057932514728794,1.0291186263543872,0.052636998740084553,-0.15904323925165675,-0.6602828524225822,-0.010779604155401265,0.9999304413795471,0.9897931814193726,0.9935157895088196,0.999854564666748,0.8933606763884727,1.0363800402824894,163.2148714961505
403,fit3d_s03,left_rear,front,153.35227508118746,149.9593276313295,-0.12838333164869115,0.5024381674946344,0.1296741470235893,-0.12284908373125225,1.0095977463050145,0.057571201306909466,-0.15207103684715548,-0.6597546119680227,-0.010623304754633614,0.9999316930770874,0.9904389381408691,0.9938175678253174,0.9998607039451599,0.8896661728098118,1.0186726412040787,162.29004099237707
404,fit3d_s03,left_rear,front,152.82088562151378,149.54199765065127,-0.13098827949675065,0.49652201578719396,0.1322166488996274,-0.12531062931675616,0.99893709216019,0.061388310829139384,-0.1504596377240971,-0.6589428321199917,-0.01146974072042965,0.9999328851699829,0.9910260438919067,0.9940873384475708,0.9998655319213867,0.8740993847618308,1.0086360060099344,161.19715972125684
405,fit3d_s03,left_rear,front,153.15032730024933,149.21050599190647,-0.13112832966290133,0.4937197112868222,0.13228083943754507,-0.12664577563955035,0.9923631521450879,0.06600018244661185,-0.15080869847992376,-0.6582589563592354,-0.006974969465212888,0.999933660030365,0.991503894329071,0.9942891597747803,0.9998683929443359,0.8629414142128483,1.0025865560168181,160.05218608505356
406,fit3d_s03,left_rear,front,152.80351999085087,148.5864694775201,-0.13412248963536103,0.48899298589686224,0.1336907912702059,-0.13089463162108586,0.9867720918594716,0.06795295319083851,-0.15133135144831772,-0.6575304083797618,-0.005469361661399424,0.9999341368675232,0.9919492602348328,0.9944732189178467,0.9998727440834045,0.8558128706871048,0.9977325141075104,158.83336424290823
407,fit3d_s03,left_rear,front,152.74195182750248,148.4684364212821,-0.13399129406348753,0.48685232975384485,0.13432676196298038,-0.13022686871838285,0.9848132922170134,0.0696853288670328,-0.1522652159914172,-0.656929386981423,-0.0068584472209987195,0.9999350309371948,0.9923987984657288,0.9946611523628235,0.9998777508735657,0.8549706442308678,0.9958274463594655,157.5280398569345
408,fit3d_s03,left_rear,front,152.93466669638977,148.23990715664704,-0.13505256989352538,0.48765996625787217,0.1344150707291197,-0.131788871854795,0.9877326651266779,0.07161670166724692,-0.15293783837978903,-0.6566378889942858,-0.004321200125016788,0.9999334216117859,0.9926588535308838,0.9947249889373779,0.9998794794082642,0.8511584766619972,0.9990560927499043,156.0708258023878
409,fit3d_s03,left_rear,front,152.95826800083861,148.05394191350175,-0.1360468037954646,0.48865828355083296,0.13327291239683334,-0.13132945544719718,0.9880642314705674,0.07101637532820591,-0.15357546403839867,-0.6565554740674622,-0.0010128812558396162,0.9999352097511292,0.99306321144104,0.994909405708313,0.9998846054077148,0.850871857381821,0.9992805796893769,154.4477944874541
410,fit3d_s03,left_rear,front,151.53034347283267,146.69888078591075,-0.1495575126850078,0.4810835200763541,0.12624563230769129,-0.13112456646033352,0.9780004415447744,0.06596943134327607,-0.1540971155943446,-0.6561767036443045,0.00032679250533793877,0.9999368786811829,0.9934077262878418,0.9950509071350098,0.9998897314071655,0.8505984737826902,0.9889542362834285,152.6578876327173
411,fit3d_s03,left_rear,front,150.63351394963712,145.97751954867869,-0.15509222441452788,0.4783920488751382,0.12327864223612375,-0.13062708583852753,0.9700810913881098,0.061976756265955876,-0.15507230157740426,-0.6553452269357746,0.0036092591215808553,0.9999385476112366,0.9937512278556824,0.9951810240745544,0.9998950362205505,0.8490670690572751,0.9807965526757636,150.6386000760544
412,fit3d_s03,left_rear,front,147.8926756259896,144.27278565407718,-0.17210990077938323,0.47646167551090013,0.12059382383944739,-0.13308171640754832,0.9699127822850299,0.053705538763314374,-0.15513488458481328,-0.6548457731361517,0.00661576809070212,0.999940037727356,0.9940862059593201,0.9953406453132629,0.999900758266449,0.8475754199463025,0.9804722501813727,148.51315003618643
413,fit3d_s03,left_rear,front,146.58813369596123,143.31103706871806,-0.1815302403837687,0.46943319504446845,0.10722318092783034,-0.1368192828166789,0.9666104415846377,0.02990616553571283,-0.15552358019121398,-0.6541466805179533,0.012461687185513944,0.9999420642852783,0.9943302273750305,0.9954604506492615,0.9999070167541504,0.8472708292826887,0.9767034558493013,146.29021335092304
414,fit3d_s03,left_rear,front,145.3412396430976,142.06344996966845,-0.19049994438654788,0.46707092962082547,0.10735509593548886,-0.14006350074799953,0.9613461039690177,0.032070225741758704,-0.1578579253134528,-0.6522514883541916,0.014455715463774797,0.9999434947967529,0.994569718837738,0.9955369234085083,0.9999114274978638,0.8472651221541646,0.972025007516433,144.0564497189913
415,fit3d_s03,left_rear,front,143.67128884935158,140.34358922774393,-0.20524453044743188,0.46368305446206937,0.10200732682764566,-0.14901446252622536,0.9563123705578078,0.025371759429922043,-0.16058060764184776,-0.6501174276980275,0.01704496748935964,0.9999457001686096,0.9948099255561829,0.9956311583518982,0.9999168515205383,0.8476963624997067,0.96818509919356,141.63044120711743
416,fit3d_s03,left_rear,front,142.6286755374547,138.9504531893109,-0.2118642778349669,0.46152826390940743,0.10371455058079532,-0.15396625734034836,0.950122878710914,0.02604026548607333,-0.16651129893567987,-0.6470300032854587,0.019993889972128275,0.9999463558197021,0.9949573278427124,0.9956153631210327,0.9999192357063293,0.8345920668387807,0.9628692478607331,139.2062045263723
417,fit3d_s03,left_rear,front,141.58805383273506,137.8901352388954,-0.2184194815549315,0.4608499756348166,0.10359172470875048,-0.15511994772756238,0.9452818770076842,0.027956842417368052,-0.1708660938130316,-0.6444122742522075,0.020742419424059536,0.9999479651451111,0.9951680898666382,0.9956693649291992,0.9999226927757263,0.8309804987661188,0.9583327241726236,136.87547308033737
418,fit3d_s03,left_rear,front,140.65628538065835,136.79150198434584,-0.22556181866375852,0.45712633215283327,0.09764554841611697,-0.15505158815150585,0.9408527753502179,0.02654237368750752,-0.17449153365153564,-0.6423762571452958,0.02372136846849309,0.9999496340751648,0.9952937960624695,0.995669424533844,0.9999268054962158,0.82634128327432,0.9539126990838728,134.63151523274217
419,fit3d_s03,left_rear,front,138.52163836079168,134.7018132168085,-0.23594459996015468,0.4533956056542522,0.09872425936393393,-0.15577316379681005,0.9356245261356931,0.02733481243998828,-0.1809089535598372,-0.6404467474992941,0.03676613859304682,0.999950110912323,0.9953222870826721,0.9955464005470276,0.9999291300773621,0.8080197492875439,0.9488971095103185,132.39308414225212
420,fit3d_s03,left_rear,front,136.94416324611893,133.05239842715645,-0.24162919678018327,0.446893613170596,0.09816849917294944,-0.15619195448256948,0.9184865636652318,0.02744739228151237,-0.18745543972091225,-0.6373787366529132,0.04427561458768306,0.999950647354126,0.9954409599304199,0.9954668879508972,0.9999303817749023,0.8071516586105488,0.9320766350583551,130.18963181322488
421,fit3d_s03,left_rear,front,137.3137680331137,132.4418089593012,-0.24194590664334728,0.4416584851749069,0.09305272570576006,-0.15769948078180968,0.9144944520471197,0.028375696350229462,-0.1913014011216526,-0.634582241662388,0.04681997171204589,0.9999513626098633,0.995530366897583,0.9954164624214172,0.9999327063560486,0.8038054113001242,0.9284257693575584,127.99632839626047
422,fit3d_s03,left_rear,front,136.78773250973026,131.15773950648443,-0.24679238449149019,0.438146500754995,0.0936757241543889,-0.15796138703110812,0.9080990322479474,0.04348498101290464,-0.1956485641820321,-0.6323147902328525,0.05513366096131481,0.9999497532844543,0.9954790472984314,0.9951345324516296,0.9999319911003113,0.7928617373558082,0.9227603132645783,125.81233731169445
423,fit3d_s03,left_rear,front,136.5391472080842,130.69467083103464,-0.2467361683590138,0.43157927580329836,0.09228364489862924,-0.15776803009917215,0.8989805878613231,0.04556773443405953,-0.1967103670712531,-0.6305197785139188,0.05502245147366694,0.9999498724937439,0.9953411817550659,0.994818389415741,0.9999341368675232,0.7932198414564553,0.9138562617251776,123.75376726374472
424,fit3d_s03,left_rear,front,133.62014776840445,128.44248060432537,-0.2598796434920948,0.41425917584385075,0.08666221019228718,-0.16204757146635154,0.8808901381997611,0.042498979775406454,-0.19696098371284818,-0.6282218080517942,0.057596853606766106,0.9999508261680603,0.9951953291893005,0.9945770502090454,0.9999363422393799,0.7947365412188008,0.8966788802451449,121.72274379212301
425,fit3d_s03,left_rear,front,132.99594832069815,127.85126972348453,-0.261569943374873,0.40523995528963713,0.08495865411222836,-0.16224199305783754,0.8745757853735515,0.044644774745459734,-0.19697038644867584,-0.6277473012809583,0.053049202503702375,0.9999507069587708,0.9948633313179016,0.9941586256027222,0.9999383687973022,0.7949597992295327,0.8906168786774797,119.7750417928366
426,fit3d_s03,left_rear,front,132.76594058335243,127.10121855138865,-0.257094652227066,0.38575750345472104,0.08560521276516866,-0.1630244967447156,0.8552600950641889,0.04831018675241502,-0.19854025330810082,-0.6258537505771402,0.039011210430841096,0.9999518394470215,0.994727611541748,0.9940227270126343,0.9999397397041321,0.7933859310393332,0.8719981025736961,117.88365606804227
427,fit3d_s03,left_rear,front,131.93203101337514,124.84483375324163,-0.2586147963231512,0.35958313368890715,0.07959009696667114,-0.17147177968514143,0.8398125181236231,0.04254073867448863,-0.2019546270261145,-0.6249599629555046,0.0413446542818767,0.9999514818191528,0.9945482611656189,0.9938849806785583,0.9999406933784485,0.7940535193627328,0.8581942386619137,116.04161517011121
428,fit3d_s03,left_rear,front,132.7563281115927,124.34583529471342,-0.25549194958052984,0.34932735685564237,0.07720489524502475,-0.17753578532876338,0.8374067185996866,0.04223650166689425,-0.2023973567399733,-0.6236919913138408,0.041475109335597844,0.999950110912323,0.9942007064819336,0.9936327338218689,0.9999424815177917,0.8014283558413577,0.85706061016783,114.27153864558731
429,fit3d_s03,left_rear,front,131.68648216532694,122.29475554340192,-0.25452591334489,0.32431685894281326,0.07819230389524798,-0.1842753754333665,0.8042507950818142,0.05025882205852576,-0.20294598318491366,-0.6228287322777422,0.040859773009844266,0.9999488592147827,0.9936071038246155,0.9930880665779114,0.9999426007270813,0.8034574464597273,0.826621258240767,112.64292659042854
430,fit3d_s03,left_rear,front,130.31003415019825,118.99939249592151,-0.26366594179330083,0.2986409046700315,0.07902898856615498,-0.20992587011230548,0.7795454097536475,0.052285462123744963,-0.20271441446219818,-0.6220634976850005,0.041102283481202255,0.9999477863311768,0.9927685260772705,0.9924206733703613,0.9999439716339111,0.8081586632243858,0.809007840728311,111.03225556151655
431,fit3d_s03,left_rear,front,130.34611333478082,118.80100359192534,-0.26466027056589303,0.299249293696927,0.07818455390172452,-0.21162399155336187,0.777189892005197,0.05176060868326128,-0.20270806866963287,-0.6207851742715673,0.04746996217909258,0.999945878982544,0.9920991063117981,0.9918254017829895,0.9999436736106873,0.8090063053813074,0.8071480673626673,108.85707426801817
432,fit3d_s03,left_rear,front,128.33402973350718,116.917374926378,-0.26526977234648896,0.28022846302405424,0.07061063726311757,-0.20777552135090965,0.7610426723284104,0.04871052509617183,-0.2029040608974847,-0.618283943764867,0.05006208667722568,0.9999450445175171,0.9914447069168091,0.9912518262863159,0.9999449253082275,0.8098898174481441,0.7903982107979214,107.34156352805877
433,fit3d_s03,left_rear,front,124.63829747000196,112.98534308736193,-0.2841538285260344,0.2614120680671477,0.07141701541334508,-0.22601173746487568,0.7478098369461197,0.05416549540657493,-0.2028188565099342,-0.6157138160817432,0.050708453612388106,0.999940037727356,0.9889733195304871,0.9894798398017883,0.999944806098938,0.8123478169893397,0.7830930714786803,105.88806023712037
434,fit3d_s03,left_rear,front,122.5310239311311,110.08410859317642,-0.3009598484641142,0.2500254109798803,0.07292062170991048,-0.24796657748092935,0.7364348384079838,0.06044023775869773,-0.2029214643917128,-0.6137244911478682,0.051425530807563985,0.9999368190765381,0.9868904948234558,0.9880754947662354,0.9999457001686096,0.8122309787113421,0.7794079272812965,104.37800743853218
435,fit3d_s03,left_rear,front,121.82172859127266,109.37211092767886,-0.3108597697604454,0.25413902423383955,0.07290232155624701,-0.2544834956218288,0.7403353300106384,0.06333141036676694,-0.2061009383729734,-0.6131034461123369,0.05338486014450115,0.9999327063560486,0.985673189163208,0.9868956804275513,0.9999471306800842,0.8135117312091094,0.7854101590537966,102.7231919697863
436,fit3d_s03,left_rear,front,123.48946295161424,110.64524371729065,-0.31199478117020807,0.26747619822850166,0.07757209622499399,-0.2571658262991607,0.755335966034472,0.07634060333763304,-0.2052030192661658,-0.6129576569305056,0.055058462792356704,0.9999280571937561,0.9856639504432678,0.9866920709609985,0.9999493360519409,0.8013986059160726,0.8015575908937004,102.75854287315313
437,fit3d_s03,left_rear,front,124.00101959422317,109.60244613116299,-0.30653249791363857,0.2603464703518079,0.06846352266863444,-0.258193117353068,0.747654259616433,0.06365560315268393,-0.21008490495023374,-0.611389095201383,0.08166311175985741,0.99991774559021,0.9841688275337219,0.9854241609573364,0.9999488592147827,0.7978747333374554,0.7935380353731153,101.40626718654622
438,fit3d_s03,left_rear,front,124.2539065787906,107.0649274451553,-0.3041795581434177,0.23927542458586498,0.06349954488149258,-0.27605778836645356,0.7246354982626539,0.05947183634497338,-0.21253935631913226,-0.6055017383841786,0.08922851076691711,0.9999005198478699,0.9823208451271057,0.9839139580726624,0.9999446868896484,0.7839849060779073,0.7777155052963685,100.03452559132933
439,fit3d_s03,left_rear,front,124.09552823766931,106.35624258414121,-0.3028205360396261,0.23592741190136768,0.06005191768196504,-0.27420961317595,0.7213917800493214,0.06091497972969402,-0.216274382303,-0.5945552524678478,0.08268527656100219,0.9998859763145447,0.9802806973457336,0.9826380014419556,0.999936044216156,0.722118819307308,0.7741496283253656,98.6723316654973
440,fit3d_s03,left_rear,front,118.55600012385479,101.56664990255275,-0.3334970143833104,0.21831318327063476,0.057788630678800565,-0.2965229272248417,0.7027841081054239,0.05971155999090039,-0.22007193858835847,-0.5927580178768092,0.07883432390979725,0.9998730421066284,0.9794257283210754,0.9815111756324768,0.9999336004257202,0.7020749832173993,0.7651122920016851,97.36415298810235
441,fit3d_s03,left_rear,front,119.32805024534937,101.26170465303905,-0.33496774141038205,0.21634899971862065,0.05456150527679,-0.3067377347595631,0.7034818264168021,0.05938186075416729,-0.22118194631047178,-0.5921524295106482,0.07340259130936792,0.9998630881309509,0.9784919619560242,0.9803046584129333,0.9999306201934814,0.6947068131506036,0.7697408157365538,96.08156283365868
442,fit3d_s03,left_rear,front,116.59480894297923,98.42667605358736,-0.33042819120696354,0.19129716603640987,0.047096318065315126,-0.30166007821250024,0.6869622797800781,0.051298228885406125,-0.22286287508097333,-0.5908058504506413,0.07498011732696025,0.9998433589935303,0.9770793914794922,0.9793857932090759,0.9999275207519531,0.6872868964280515,0.7520289122863519,94.79737744546473
